request_rate,unique_endpoint_count,method_ratio,avg_payload_size,error_rate,repeated_parameter_ratio,user_agent_entropy,avg_response_time,max_response_time,is_anomalous
10.0,8,1.75,32.8,0.0,0.8,-0.0,158.0,182,0
10.0,9,4.5,27.9,0.0,0.9,-0.0,158.1,183,0
10.0,8,2.6666666666666665,13.1,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,32.9,0.0,0.7,-0.0,158.6,180,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.2,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,17.5,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,32.6,0.0,0.7,-0.0,158.5,182,0
10.0,9,4.5,26.7,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.4,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,26.8,0.0,0.8,-0.0,158.0,181,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.9,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,33.1,0.0,0.6,-0.0,158.6,180,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.0,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,30.7,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,27.1,0.0,0.9,-0.0,158.1,183,0
10.0,8,2.6666666666666665,12.8,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,32.9,0.0,0.7,-0.0,158.6,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.7,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,16.4,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.3,0.0,0.7,-0.0,158.4,181,0
10.0,9,4.5,26.2,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.8,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,25.5,0.0,0.8,-0.0,157.8,179,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.8,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,36.1,0.0,0.6,-0.0,158.9,182,0
10.0,9,4.5,24.4,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.5,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,29.4,0.0,0.8,-0.0,157.7,179,0
10.0,9,4.5,27.0,0.0,0.9,-0.0,158.0,182,0
10.0,8,2.6666666666666665,14.3,0.0,0.7,-0.0,156.9,163,0
10.0,7,1.2,31.8,0.0,0.7,-0.0,158.5,179,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.3,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,16.9,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.3,0.0,0.7,-0.0,158.3,181,0
10.0,9,4.5,26.1,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.0,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,28.4,0.0,0.8,-0.0,158.1,182,0
10.0,9,4.5,23.6,0.0,0.9,-0.0,157.5,179,0
10.0,7,1.75,14.4,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,33.0,0.0,0.6,-0.0,158.6,180,0
10.0,9,4.5,24.4,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.3,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,29.6,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,25.4,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,12.6,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,31.8,0.0,0.7,-0.0,158.5,179,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.3,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,17.2,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,28.9,0.0,0.7,-0.0,158.1,178,0
10.0,9,4.5,26.7,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,7.2,0.0,0.8,-0.0,156.6,163,0
10.0,7,1.2,14.9,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,29.1,0.0,0.8,-0.0,158.2,183,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.0,0.0,0.7,-0.0,156.7,162,0
10.0,6,1.2,35.8,0.0,0.6,-0.0,158.9,183,0
10.0,9,4.5,26.3,0.0,0.9,-0.0,158.0,182,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.6,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,31.4,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,25.6,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.0,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,31.7,0.0,0.7,-0.0,158.5,179,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,16.7,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.1,0.0,0.7,-0.0,158.3,181,0
10.0,9,4.5,25.2,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,7.3,0.0,0.8,-0.0,156.5,163,0
10.0,7,1.2,13.6,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,26.6,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,25.1,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.0,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,34.6,0.0,0.6,-0.0,158.8,181,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.7,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,30.7,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,26.8,0.0,0.9,-0.0,158.0,182,0
10.0,8,2.6666666666666665,13.1,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,34.8,0.0,0.7,-0.0,158.8,183,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,26.2,0.0,0.9,-0.0,157.8,182,0
10.0,6,1.2,16.2,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,32.0,0.0,0.7,-0.0,158.4,182,0
10.0,9,4.5,26.4,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.0,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,25.1,0.0,0.8,-0.0,157.8,179,0
10.0,9,4.5,26.3,0.0,0.9,-0.0,157.8,182,0
10.0,7,1.75,13.9,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,33.7,0.0,0.6,-0.0,158.7,180,0
10.0,9,4.5,24.6,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.0,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,31.8,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,29.1,0.0,0.9,-0.0,158.3,185,0
10.0,8,2.6666666666666665,12.5,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,33.5,0.0,0.7,-0.0,158.7,182,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.0,0.0,0.9,-0.0,157.5,179,0
10.0,6,1.2,17.4,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,30.1,0.0,0.7,-0.0,158.3,180,0
10.0,9,4.5,26.1,0.0,0.9,-0.0,158.0,182,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.9,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,27.1,0.0,0.8,-0.0,158.0,181,0
10.0,9,4.5,25.0,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,13.6,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,35.0,0.0,0.6,-0.0,158.8,181,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.9,181,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.6,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,31.0,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,25.3,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.1,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,32.5,0.0,0.7,-0.0,158.6,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,27.7,0.0,0.9,-0.0,157.9,183,0
10.0,6,1.2,16.7,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,32.1,0.0,0.7,-0.0,158.5,182,0
10.0,9,4.5,24.9,0.0,0.9,-0.0,157.8,180,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.1,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,25.0,0.0,0.8,-0.0,157.8,179,0
10.0,9,4.5,25.2,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,12.6,0.0,0.7,-0.0,156.7,162,0
10.0,6,1.2,35.5,0.0,0.6,-0.0,158.8,182,0
10.0,9,4.5,25.6,0.0,0.9,-0.0,157.9,181,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.4,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,31.6,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,25.4,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.3,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,31.7,0.0,0.7,-0.0,158.5,180,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,26.4,0.0,0.9,-0.0,157.8,182,0
10.0,6,1.2,17.7,0.0,0.6,-0.0,157.3,163,0
10.0,7,1.75,31.7,0.0,0.7,-0.0,158.4,181,0
10.0,9,4.5,23.8,0.0,0.9,-0.0,157.7,179,0
10.0,9,4.5,7.4,0.0,0.8,-0.0,156.5,163,0
10.0,7,1.2,14.1,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,27.0,0.0,0.8,-0.0,158.0,181,0
10.0,9,4.5,23.3,0.0,0.9,-0.0,157.5,179,0
10.0,7,1.75,14.1,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,33.1,0.0,0.6,-0.0,158.6,180,0
10.0,9,4.5,25.0,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.7,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,30.6,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,24.0,0.0,0.9,-0.0,157.7,179,0
10.0,8,2.6666666666666665,13.4,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,33.5,0.0,0.7,-0.0,158.7,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,16.2,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.9,0.0,0.7,-0.0,158.4,181,0
10.0,9,4.5,25.5,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,6.8,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.7,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,30.2,0.0,0.8,-0.0,158.3,184,0
10.0,9,4.5,23.9,0.0,0.9,-0.0,157.5,179,0
10.0,7,1.75,13.5,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,34.4,0.0,0.6,-0.0,158.7,181,0
10.0,9,4.5,24.1,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,17.4,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,30.4,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,24.6,0.0,0.9,-0.0,157.8,180,0
10.0,8,2.6666666666666665,12.7,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,33.7,0.0,0.7,-0.0,158.7,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.6,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,17.3,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.7,0.0,0.7,-0.0,158.4,181,0
10.0,9,4.5,22.2,0.0,0.9,-0.0,157.6,178,0
10.0,9,4.5,6.8,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.0,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,26.6,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,25.6,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.8,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,32.9,0.0,0.6,-0.0,158.6,180,0
10.0,9,4.5,26.6,0.0,0.9,-0.0,158.0,182,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.5,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,34.0,0.0,0.8,-0.0,158.2,184,0
10.0,9,4.5,26.1,0.0,0.9,-0.0,158.0,182,0
10.0,8,2.6666666666666665,13.6,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,32.1,0.0,0.7,-0.0,158.5,180,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.4,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,16.8,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,30.3,0.0,0.7,-0.0,158.2,180,0
10.0,9,4.5,23.1,0.0,0.9,-0.0,157.7,179,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.5,163,0
10.0,7,1.2,14.8,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,25.5,0.0,0.8,-0.0,157.8,179,0
10.0,9,4.5,23.8,0.0,0.9,-0.0,157.5,179,0
10.0,7,1.75,14.4,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,36.8,0.0,0.6,-0.0,159.0,184,0
10.0,9,4.5,27.6,0.0,0.9,-0.0,158.1,183,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.2,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,32.4,0.0,0.8,-0.0,158.0,182,0
10.0,9,4.5,22.9,0.0,0.9,-0.0,157.6,178,0
10.0,8,2.6666666666666665,13.2,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,31.3,0.0,0.7,-0.0,158.4,179,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,26.4,0.0,0.9,-0.0,157.8,182,0
10.0,6,1.2,17.0,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,32.1,0.0,0.7,-0.0,158.4,182,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.9,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,25.8,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,27.0,0.0,0.9,-0.0,157.8,182,0
10.0,7,1.75,12.7,0.0,0.7,-0.0,156.7,162,0
10.0,6,1.2,32.7,0.0,0.6,-0.0,158.6,179,0
10.0,9,4.5,23.7,0.0,0.9,-0.0,157.7,179,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.6,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,28.2,0.0,0.8,-0.0,157.6,178,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.8,180,0
10.0,8,2.6666666666666665,12.7,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,33.2,0.0,0.7,-0.0,158.6,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,16.3,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.7,0.0,0.7,-0.0,158.4,181,0
10.0,9,4.5,25.2,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.7,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,26.5,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,24.5,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,13.5,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,34.1,0.0,0.6,-0.0,158.7,181,0
10.0,9,4.5,29.1,0.0,0.9,-0.0,158.3,185,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.2,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,33.3,0.0,0.8,-0.0,158.1,183,0
10.0,9,4.5,24.1,0.0,0.9,-0.0,157.8,180,0
10.0,8,2.6666666666666665,13.4,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,33.3,0.0,0.7,-0.0,158.7,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.6,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,17.0,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.6,0.0,0.7,-0.0,158.4,182,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,7.5,0.0,0.8,-0.0,156.5,163,0
10.0,7,1.2,14.6,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,28.1,0.0,0.8,-0.0,158.1,182,0
10.0,9,4.5,26.7,0.0,0.9,-0.0,157.8,182,0
10.0,7,1.75,14.2,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,34.9,0.0,0.6,-0.0,158.8,182,0
10.0,9,4.5,26.1,0.0,0.9,-0.0,158.0,182,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.3,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,31.6,0.0,0.8,-0.0,158.0,182,0
10.0,9,4.5,24.6,0.0,0.9,-0.0,157.8,180,0
10.0,8,2.6666666666666665,12.9,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,34.7,0.0,0.7,-0.0,158.8,183,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,16.2,0.0,0.6,-0.0,157.0,162,0
10.0,7,1.75,29.1,0.0,0.7,-0.0,158.1,179,0
10.0,9,4.5,23.2,0.0,0.9,-0.0,157.7,179,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.7,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,26.2,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,24.8,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,13.8,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,34.0,0.0,0.6,-0.0,158.7,180,0
10.0,9,4.5,26.9,0.0,0.9,-0.0,158.0,182,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.2,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,30.3,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,25.4,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.6,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,33.3,0.0,0.7,-0.0,158.6,181,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,23.9,0.0,0.9,-0.0,157.5,179,0
10.0,6,1.2,16.4,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,30.7,0.0,0.7,-0.0,158.3,180,0
10.0,9,4.5,28.7,0.0,0.9,-0.0,158.2,184,0
10.0,9,4.5,7.4,0.0,0.8,-0.0,156.4,163,0
10.0,7,1.2,13.1,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,28.9,0.0,0.8,-0.0,158.2,183,0
10.0,9,4.5,24.7,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,14.1,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,34.7,0.0,0.6,-0.0,158.7,181,0
10.0,9,4.5,24.2,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,16.7,0.0,0.6,-0.0,156.9,161,0
10.0,8,1.75,29.7,0.0,0.8,-0.0,157.7,179,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.2,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,34.1,0.0,0.7,-0.0,158.8,182,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,16.7,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,32.8,0.0,0.7,-0.0,158.5,182,0
10.0,9,4.5,24.3,0.0,0.9,-0.0,157.8,180,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.2,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,25.1,0.0,0.8,-0.0,157.8,179,0
10.0,9,4.5,24.1,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,13.1,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,34.4,0.0,0.6,-0.0,158.7,181,0
10.0,9,4.5,24.4,0.0,0.9,-0.0,157.8,180,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.7,162,0
10.0,7,1.2,16.4,0.0,0.6,-0.0,157.0,162,0
10.0,8,1.75,31.5,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,26.0,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.4,0.0,0.7,-0.0,156.8,163,0
10.0,7,1.2,33.9,0.0,0.7,-0.0,158.7,182,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,17.0,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,29.6,0.0,0.7,-0.0,158.2,179,0
10.0,9,4.5,24.4,0.0,0.9,-0.0,157.8,180,0
10.0,9,4.5,6.8,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.0,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,28.9,0.0,0.8,-0.0,158.2,183,0
10.0,9,4.5,26.5,0.0,0.9,-0.0,157.8,182,0
10.0,7,1.75,14.0,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,34.0,0.0,0.6,-0.0,158.7,180,0
10.0,9,4.5,23.4,0.0,0.9,-0.0,157.7,179,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.3,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,30.4,0.0,0.8,-0.0,157.9,181,0
10.0,9,4.5,26.5,0.0,0.9,-0.0,158.0,182,0
10.0,8,2.6666666666666665,13.5,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,36.3,0.0,0.7,-0.0,159.0,184,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,25.9,0.0,0.9,-0.0,157.7,181,0
10.0,6,1.2,17.9,0.0,0.6,-0.0,157.2,163,0
10.0,7,1.75,30.9,0.0,0.7,-0.0,158.3,180,0
10.0,9,4.5,25.8,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.7,0.0,0.7,-0.0,156.3,159,0
10.0,8,2.6666666666666665,26.7,0.0,0.8,-0.0,158.0,181,0
10.0,9,4.5,24.2,0.0,0.9,-0.0,157.6,180,0
10.0,7,1.75,13.6,0.0,0.7,-0.0,156.9,163,0
10.0,6,1.2,32.5,0.0,0.6,-0.0,158.5,179,0
10.0,9,4.5,23.6,0.0,0.9,-0.0,157.7,179,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,16.6,0.0,0.6,-0.0,156.9,161,0
10.0,8,1.75,30.9,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,25.5,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,13.2,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,32.0,0.0,0.7,-0.0,158.5,180,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,24.5,0.0,0.9,-0.0,157.6,180,0
10.0,6,1.2,16.6,0.0,0.6,-0.0,157.1,162,0
10.0,7,1.75,31.1,0.0,0.7,-0.0,158.3,181,0
10.0,9,4.5,25.4,0.0,0.9,-0.0,157.9,181,0
10.0,9,4.5,6.7,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,14.0,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,26.4,0.0,0.8,-0.0,157.9,180,0
10.0,9,4.5,25.5,0.0,0.9,-0.0,157.7,181,0
10.0,7,1.75,13.1,0.0,0.7,-0.0,156.8,162,0
10.0,6,1.2,30.5,0.0,0.6,-0.0,158.3,177,0
10.0,9,4.5,25.2,0.0,0.9,-0.0,157.9,181,0
10.0,10,10.0,0.0,0.0,0.9,-0.0,155.8,163,0
10.0,7,1.2,17.2,0.0,0.6,-0.0,156.9,162,0
10.0,8,1.75,29.8,0.0,0.8,-0.0,157.8,180,0
10.0,9,4.5,25.6,0.0,0.9,-0.0,157.9,181,0
10.0,8,2.6666666666666665,12.8,0.0,0.7,-0.0,156.7,162,0
10.0,7,1.2,34.7,0.0,0.7,-0.0,158.8,183,0
10.0,9,4.5,1.7,0.0,0.9,-0.0,155.5,157,0
10.0,9,4.5,23.8,0.0,0.9,-0.0,157.5,179,0
10.0,6,1.2,16.7,0.0,0.6,-0.0,157.1,163,0
10.0,7,1.75,32.2,0.0,0.7,-0.0,158.5,182,0
10.0,9,4.5,24.2,0.0,0.9,-0.0,157.8,180,0
10.0,9,4.5,7.1,0.0,0.8,-0.0,156.4,162,0
10.0,7,1.2,13.9,0.0,0.7,-0.0,156.4,160,0
10.0,8,2.6666666666666665,27.1,0.0,0.8,-0.0,158.0,181,0
10.0,9,4.5,24.9,0.0,0.9,-0.0,157.6,180,0
